property_name,property_type,amenity_text,amenities_found,amenity_count,date,start_month,start_day,end_month,end_day,price_in_dollar,review_and_rating,rating,review,location,city,country
Guesthouse in Dallas,Guesthouse,Ravinia Bungalow,[],0,May 1 - 6,May,1,May,6,105.0,4.96 (701),4.96,701.0,Dallas,Dallas,Dallas
Home in Holden Beach,Home,Egret ~ Beachfront Cottage (pet-Friendly),['Ocean front'],1,May 4 - 9,May,4,May,9,248.0,4.93 (43),4.93,43.0,Holden Beach,Holden Beach,Holden Beach
Cottage in Rockaway Beach,Cottage,Storybook Beach Cottage Twin Rocks,[],0,May 1 - 6,May,1,May,6,144.0,4.88 (259),4.88,259.0,Rockaway Beach,Rockaway Beach,Rockaway Beach
Condo in Siesta Key,Condo,On the Beach; Siesta Key SunBum Studio,[],0,May 6 - 11,May,6,May,11,379.0,4.96 (218),4.96,218.0,Siesta Key,Siesta Key,Siesta Key
Apartment in Laguna Beach,Apartment,Laguna Beach Charming Unit- Location/Value,[],0,May 1 - 6,May,1,May,6,385.0,4.96 (384),4.96,384.0,Laguna Beach,Laguna Beach,Laguna Beach
Villa in Kissimmee,Villa,Windsor At Westside Avenger Newest PS5 Game room,[],0,May 11 - 16,May,11,May,16,209.0,4.92 (12),4.92,12.0,Kissimmee,Kissimmee,Kissimmee
Home in Tucson,Home,Central House w/ Pool & Hot Tub,"['Jacuzzi', 'Pool']",2,May 1 - 6,May,1,May,6,142.0,4.88 (140),4.88,140.0,Tucson,Tucson,Tucson
Apartment in Fort Lauderdale,Apartment,Direct Ocean View from the Balcony,['Ocean view'],1,May 1 - 6,May,1,May,6,219.0,4.83 (639),4.83,639.0,Fort Lauderdale,Fort Lauderdale,Fort Lauderdale
Home in Terlingua,Home,Terlingua Mining Ruin - Lofthouse,[],0,May 1 - 6,May,1,May,6,194.0,4.97 (575),4.97,575.0,Terlingua,Terlingua,Terlingua
Guesthouse in Naples,Guesthouse,Waterfront Sea Cottage,['Waterfront'],1,May 1 - 6,May,1,May,6,82.0,4.8 (276),4.8,276.0,Naples,Naples,Naples
Bungalow in New Smyrna Beach,Bungalow,Relaxing Bungalow Steps from the Ocean,[],0,May 1 - 6,May,1,May,6,102.0,4.86 (364),4.86,364.0,New Smyrna Beach,New Smyrna Beach,New Smyrna Beach
Room in Brooklyn,Room,"Private Studio+Bath+Balcony, 15 mins to Manhattan",[],0,May 1 - 6,May,1,May,6,144.0,4.96 (269),4.96,269.0,Brooklyn,Brooklyn,Brooklyn
Guest suite in Los Angeles,Guest suite,Echo Park Retreat with Views,[],0,May 1 - 6,May,1,May,6,116.0,4.94 (580),4.94,580.0,Los Angeles,Los Angeles,Los Angeles
Home in Huntington Beach,Home,Beachfront Oasis,['Ocean front'],1,May 6 - 11,May,6,May,11,798.0,4.99 (111),4.99,111.0,Huntington Beach,Huntington Beach,Huntington Beach
Guesthouse in Colorado Springs,Guesthouse,The Enchanted Cottage at Easy Manor,[],0,May 1 - 6,May,1,May,6,115.0,4.96 (170),4.96,170.0,Colorado Springs,Colorado Springs,Colorado Springs
Cabin in Hartsel,Cabin,☀Sunrise Cabin☀ Balcony Mtn Views┃Grill┃Firepit,[],0,May 11 - 16,May,11,May,16,113.0,4.98 (114),4.98,114.0,Hartsel,Hartsel,Hartsel
Home in Phoenix,Home,Cactus House - private home with pool in Phoenix,['Pool'],1,May 1 - 8,May,1,May,8,277.0,4.99 (114),4.99,114.0,Phoenix,Phoenix,Phoenix
Room in Fairfield,Room,"""Vacation-Sanctuary / Gateway to Napa """,[],0,May 1 - 6,May,1,May,6,114.0,4.97 (887),4.97,887.0,Fairfield,Fairfield,Fairfield
Cabin in Kanab,Cabin,Elevation Celebration,[],0,May 1 - 6,May,1,May,6,225.0,4.97 (95),4.97,95.0,Kanab,Kanab,Kanab
Apartment in North Bay Village,Apartment,Waterfront Studio Apartment with FREE Parking,"['Free parking', 'Parking', 'Waterfront']",3,May 1 - 6,May,1,May,6,160.0,4.63 (16),4.63,16.0,North Bay Village,North Bay Village,North Bay Village
Home in Dana Point,Home,Betty's Beach Bungalow-Pet Friendly! STR21-1232,[],0,May 1 - 6,May,1,May,6,171.0,4.97 (478),4.97,478.0,Dana Point,Dana Point,Dana Point
Home in Los Angeles,Home,"Casual Colorful Venice House near Canals,Beach &Abbot Kinney",[],0,May 1 - 6,May,1,May,6,323.0,4.95 (398),4.95,398.0,Los Angeles,Los Angeles,Los Angeles
Condo in Miami Beach,Condo,Beachfront Penthouse studio w/ pool on Miami Beach,"['Ocean front', 'Pool']",2,May 1 - 8,May,1,May,8,181.0,4.85 (139),4.85,139.0,Miami Beach,Miami Beach,Miami Beach
Dome in El Prado,Dome,Geodesic Earth Dome,[],0,May 1 - 6,May,1,May,6,91.0,4.9 (953),4.9,953.0,El Prado,El Prado,El Prado
Home in Kissimmee,Home,7-bedroom vacation home near Disney with pool/spa,['Pool'],1,May 1 - 6,May,1,May,6,222.0,4.83 (174),4.83,174.0,Kissimmee,Kissimmee,Kissimmee
Townhouse in Kissimmee,Townhouse,Beautiful 4BR Townhouse/Townhome close to Disney,[],0,May 1 - 7,May,1,May,7,132.0,4.83 (109),4.83,109.0,Kissimmee,Kissimmee,Kissimmee
Condo in Saint Petersburg,Condo,Waterfront condo on top floor @ Boca Ciega Resort,['Waterfront'],1,May 1 - 6,May,1,May,6,143.0,4.87 (360),4.87,360.0,Saint Petersburg,Saint Petersburg,Saint Petersburg
Townhouse in Destin,Townhouse,Scenic Gulf view! Steps to private beach entry!,[],0,May 1 - 6,May,1,May,6,305.0,5.0 (41),5.0,41.0,Destin,Destin,Destin
Condo in Fernandina Beach,Condo,"Amelia Island, 2 bedroom beach front condo",[],0,May 1 - 6,May,1,May,6,327.0,4.92 (147),4.92,147.0,Fernandina Beach,Fernandina Beach,Fernandina Beach
Home in Smithville,Home,"Fishing, Quiet & Wifi - 10 acres - Country Getaway",['Wi-Fi'],1,May 1 - 6,May,1,May,6,117.0,4.98 (51),4.98,51.0,Smithville,Smithville,Smithville
Guesthouse in San Diego,Guesthouse,Cozy guest studio with private deck,[],0,May 1 - 6,May,1,May,6,101.0,4.9 (655),4.9,655.0,San Diego,San Diego,San Diego
Cottage in San Diego,Cottage,Fabulous Cottage at the Beach,[],0,May 1 - 6,May,1,May,6,253.0,4.94 (215),4.94,215.0,San Diego,San Diego,San Diego
Resort in Panama City Beach,Resort,Beautiful ocean front condo Panama City Beach,['Ocean front'],1,May 1 - 6,May,1,May,6,143.0,4.78 (99),4.78,99.0,Panama City Beach,Panama City Beach,Panama City Beach
Guesthouse in Rolling Hills,Guesthouse,"A view, a pool, and, private cabana sleeps five",['Pool'],1,May 1 - 6,May,1,May,6,165.0,4.8 (260),4.8,260.0,Rolling Hills,Rolling Hills,Rolling Hills
Home in Tampa,Home,The T and C Club,[],0,May 1 - 6,May,1,May,6,247.0,4.97 (90),4.97,90.0,Tampa,Tampa,Tampa
Condo in Cocoa Beach,Condo,Oceanfront Apartment - Cocoa Beach,[],0,May 1 - 6,May,1,May,6,176.0,4.89 (53),4.89,53.0,Cocoa Beach,Cocoa Beach,Cocoa Beach
Cottage in San Diego,Cottage,Charming Cottage at the Beach,[],0,May 11 - 16,May,11,May,16,253.0,4.91 (550),4.91,550.0,San Diego,San Diego,San Diego
Condo in Fort Walton Beach,Condo,"PERFECT VIEW!! Waterfront, Marina, and 2 Pools!",['Waterfront'],1,May 4 - 9,May,4,May,9,99.0,4.98 (125),4.98,125.0,Fort Walton Beach,Fort Walton Beach,Fort Walton Beach
Condo in Las Vegas,Condo,Breath-taking Strip View on 33rd Flr Luxury Resort,[],0,May 1 - 6,May,1,May,6,118.0,4.73 (318),4.73,318.0,Las Vegas,Las Vegas,Las Vegas
Guest suite in Colorado Springs,Guest suite,Cañon Getaway- Cabin inspired home,[],0,May 1 - 6,May,1,May,6,112.0,4.97 (460),4.97,460.0,Colorado Springs,Colorado Springs,Colorado Springs
Home in Waxhaw,Home,Fox Farms Little House,[],0,May 1 - 6,May,1,May,6,107.0,4.97 (430),4.97,430.0,Waxhaw,Waxhaw,Waxhaw
Apartment in Miami,Apartment,Retro 1BR Apt #3 | Steps from the Water + Parking!,['Parking'],1,May 1 - 6,May,1,May,6,106.0,4.88 (136),4.88,136.0,Miami,Miami,Miami
Townhouse in Washington,Townhouse,North Capitol Hill Luxury Townhome in Perfect Location,[],0,May 1 - 6,May,1,May,6,135.0,4.81 (538),4.81,538.0,Washington,Washington,Washington
Room in Naples,Room,Sunset Suite @ The Vanderbilt | Boutique~BnB,[],0,May 1 - 6,May,1,May,6,224.0,4.96 (117),4.96,117.0,Naples,Naples,Naples
Apartment in Washington,Apartment,#3 Foggy Bottom/Georgetown Apartment,[],0,May 7 - 12,May,7,May,12,209.0,4.82 (473),4.82,473.0,Washington,Washington,Washington
Condo in Tybee Island,Condo,Direct Waterfront.Keyless entry.Dolphin watch.,['Waterfront'],1,May 1 - 6,May,1,May,6,220.0,4.97 (279),4.97,279.0,Tybee Island,Tybee Island,Tybee Island
Room in Galveston,Room,Tropicana Suite-Grand Manor Luxury Mansion Loft,[],0,May 1 - 6,May,1,May,6,104.0,4.86 (494),4.86,494.0,Galveston,Galveston,Galveston
Home in Netarts,Home,Retro Retreat by the Bay,[],0,May 1 - 6,May,1,May,6,136.0,4.9 (201),4.9,201.0,Netarts,Netarts,Netarts
Apartment in Miami Beach,Apartment,Ocean Drive Beach Front Studio,[],0,May 1 - 6,May,1,May,6,153.0,4.56 (418),4.56,418.0,Miami Beach,Miami Beach,Miami Beach
Home in Sedona,Home,Local Sedona Humble Home,[],0,May 1 - 6,May,1,May,6,236.0,4.91 (107),4.91,107.0,Sedona,Sedona,Sedona
Room in Miami,Room,Luxe guest suite-perfect Staycation Pool & Parking,"['Parking', 'Pool']",2,May 1 - 6,May,1,May,6,101.0,4.91 (651),4.91,651.0,Miami,Miami,Miami
Home in The Sea Ranch,Home,Casa Del Mar Spectacular Ocean Views!,[],0,May 1 - 6,May,1,May,6,434.0,4.97 (148),4.97,148.0,The Sea Ranch,The Sea Ranch,The Sea Ranch
Apartment in Brooklyn,Apartment,Cozy Garden Apartment,[],0,May 1 - 6,May,1,May,6,117.0,4.93 (287),4.93,287.0,Brooklyn,Brooklyn,Brooklyn
Cottage in Eastham,Cottage,Classic Cape Cod Cottage,[],0,May 1 - 6,May,1,May,6,143.0,4.92 (172),4.92,172.0,Eastham,Eastham,Eastham
Home in Las Vegas,Home,Modern 3 bds house with pool in Las Vegas,['Pool'],1,May 1 - 7,May,1,May,7,313.0,5.0 (10),5.0,10.0,Las Vegas,Las Vegas,Las Vegas
Home in Gulfport,Home,Gecko House Unit #1,[],0,May 1 - 6,May,1,May,6,88.0,4.88 (113),4.88,113.0,Gulfport,Gulfport,Gulfport
Apartment in Sunny Isles Beach,Apartment,LOVELY OCEAN VIEW 1BD/1.5TH APT HIGH FLOOR|PARKING,"['Ocean view', 'Parking']",2,May 4 - 9,May,4,May,9,148.0,4.85 (47),4.85,47.0,Sunny Isles Beach,Sunny Isles Beach,Sunny Isles Beach
Guest suite in Naples,Guest suite,Tropical Garden Studio Cottage (2 miles to beach),[],0,May 1 - 6,May,1,May,6,119.0,4.97 (231),4.97,231.0,Naples,Naples,Naples
Guesthouse in Portland,Guesthouse,Cozy Portland Studio Apartment,[],0,May 1 - 6,May,1,May,6,104.0,4.98 (745),4.98,745.0,Portland,Portland,Portland
Apartment in Pompano Beach,Apartment,Direct beautiful beach and ocean view,['Ocean view'],1,May 1 - 6,May,1,May,6,173.0,4.93 (124),4.93,124.0,Pompano Beach,Pompano Beach,Pompano Beach
Condo in Hollywood,Condo,Beach paradise. Just minutes to restaurants shops.,[],0,May 1 - 6,May,1,May,6,320.0,4.89 (54),4.89,54.0,Hollywood,Hollywood,Hollywood
Home in Palm Coast,Home,Spacious Heated Pool home with pool/pingpong table,['Pool'],1,May 1 - 6,May,1,May,6,212.0,4.93 (138),4.93,138.0,Palm Coast,Palm Coast,Palm Coast
Guesthouse in Rockaway Beach,Guesthouse,The Strand Oceanview Studio - Dog Friendly!,[],0,May 1 - 6,May,1,May,6,121.0,4.85 (392),4.85,392.0,Rockaway Beach,Rockaway Beach,Rockaway Beach
Home in Lehigh Acres,Home,Enjoy the most beautiful sunsets by the *pool,['Pool'],1,May 1 - 6,May,1,May,6,113.0,4.93 (42),4.93,42.0,Lehigh Acres,Lehigh Acres,Lehigh Acres
Apartment in Carmel-by-the-Sea,Apartment,Private romantic 1 br in Carmel Woods- love dogs,[],0,May 1 - 6,May,1,May,6,149.0,4.86 (743),4.86,743.0,Carmel-by-the-Sea,Carmel-by-the-Sea,Carmel-by-the-Sea
Condo in Sunny Isles Beach,Condo,SUNNY ISLES GORGEOUS Apart 2210!! (+hotel fees),[],0,May 1 - 6,May,1,May,6,191.0,4.91 (130),4.91,130.0,Sunny Isles Beach,Sunny Isles Beach,Sunny Isles Beach
Cabin in Point Reyes Station,Cabin,Point Reyes Unique Creekside Home with Hot Tub,['Jacuzzi'],1,May 1 - 6,May,1,May,6,271.0,4.89 (601),4.89,601.0,Point Reyes Station,Point Reyes Station,Point Reyes Station
Cottage in Mount Pleasant,Cottage,Perfect Cottage with Amazing Creek & Harbor Views & Location,[],0,May 1 - 6,May,1,May,6,321.0,4.99 (298),4.99,298.0,Mount Pleasant,Mount Pleasant,Mount Pleasant
Home in Treasure Island,Home,Eiko Beach House 4BR/3BA Heatd Pool*Hot Tub* Pets,"['Jacuzzi', 'Pool']",2,May 8 - 15,May,8,May,15,722.0,4.79 (108),4.79,108.0,Treasure Island,Treasure Island,Treasure Island
Condo in Siesta Key,Condo,New: Cozy 1BR Beach Condo on Siesta Key!!!,[],0,May 1 - 6,May,1,May,6,157.0,4.82 (148),4.82,148.0,Siesta Key,Siesta Key,Siesta Key
Condo in Anaheim,Condo,Across the street from Disney/Pool/Free Parking,"['Free parking', 'Parking', 'Pool']",3,May 1 - 6,May,1,May,6,342.0,4.99 (76),4.99,76.0,Anaheim,Anaheim,Anaheim
Condo in Pompano Beach,Condo,Spacious Studio - 1 minute walk to the beach!,[],0,May 1 - 6,May,1,May,6,115.0,5.0 (23),5.0,23.0,Pompano Beach,Pompano Beach,Pompano Beach
Loft in Brooklyn,Loft,Authentic Luxury Designed Loft,[],0,May 1 - 6,May,1,May,6,178.0,4.88 (253),4.88,253.0,Brooklyn,Brooklyn,Brooklyn
Home in Los Angeles,Home,Hollywood Sunset Strip Private Executive Hideaway,[],0,May 13 - 18,May,13,May,18,272.0,5.0 (99),5.0,99.0,Los Angeles,Los Angeles,Los Angeles
Apartment in Las Vegas,Apartment,Trump Tower High Floor Strip View,[],0,May 1 - 6,May,1,May,6,181.0,4.87 (464),4.87,464.0,Las Vegas,Las Vegas,Las Vegas
Condo in Pensacola Beach,Condo,Enjoy Sunsets at Fully Equipped 2BR Condo on Beach,[],0,May 1 - 6,May,1,May,6,215.0,4.93 (14),4.93,14.0,Pensacola Beach,Pensacola Beach,Pensacola Beach
Condo in Long Beach,Condo,Oceanfront Belmont Shore Coastal Luxe,[],0,May 1 - 6,May,1,May,6,174.0,4.98 (125),4.98,125.0,Long Beach,Long Beach,Long Beach
Condo in Treasure Island,Condo,Spectacular beach to bay views from this resort.,[],0,May 1 - 6,May,1,May,6,218.0,4.67 (148),4.67,148.0,Treasure Island,Treasure Island,Treasure Island
Condo in Longboat Key,Condo,Directly on Longboat Key Beach - Kid Friendly/SRQ1,[],0,May 1 - 6,May,1,May,6,196.0,4.89 (415),4.89,415.0,Longboat Key,Longboat Key,Longboat Key
Guest suite in Lake Worth,Guest suite,The Garden Suite at the Historic Chateau Bleu,[],0,May 1 - 6,May,1,May,6,141.0,4.85 (82),4.85,82.0,Lake Worth,Lake Worth,Lake Worth
Room in Kissimmee,Room,Private Room in Orlando/Kissimmee (2Twins) T1,[],0,May 1 - 6,May,1,May,6,43.0,4.9 (300),4.9,300.0,Kissimmee,Kissimmee,Kissimmee
Guesthouse in San Antonio,Guesthouse,Casa Alexander,[],0,May 1 - 6,May,1,May,6,73.0,4.92 (282),4.92,282.0,San Antonio,San Antonio,San Antonio
Apartment in Englewood,Apartment,BEACH FRONT Unit w/ Pool Sandy Toe's # 5,['Pool'],1,May 7 - 12,May,7,May,12,233.0,4.96 (318),4.96,318.0,Englewood,Englewood,Englewood
Room in Long Beach,Room,Across the Street from Beach Getaway/Near Convention Center,[],0,May 1 - 6,May,1,May,6,106.0,4.85 (97),4.85,97.0,Long Beach,Long Beach,Long Beach
